Services,Description,Date,Tender Number,Department,Tender Type,Province,Date published,Closing date,Place where service will be required,Special conditions,Contact person,Contact email,Contact phone,Contact fax,Briefing Session,Is briefing required,Briefing date and time,Briefing venue,Tender documents
Services: Professional,Request for a service provider to be sourced for 36 cogta officials to attend the strategic management course physical in-house training.,24/08/2023,REQA77172,Kwazulu Natal - Cooperative Governance and Traditional Affairs,Request for Quotation,KwaZulu-Natal,24.08.2023,11.09.2023,330 Langalibalele Street - Pietermaritzburg - KwaZulu Natal - 3201,N/A,Ms Thobeka Zuma,Thobeka.zuma@kzncogta.gov.za,033-260-8262,033-342-8830,Yes,Yes,,,https://www.etenders.gov.za/home/Download/?blobName=8de97326-f670-4d40-b1ba-efafba3d0920.pdf&downloadedFileName=REQA77172+Strategic+Management.pdf
"Travel agency, tour operator, reservation service and related activities",Appointment of a service provider for provision of travel agency services for mogalakwena local municipality for a period of three (3) years as and when is required,24/08/2023,06-2023/2024,Mogalakwena Local Municipality,Request for Bid(Open-Tender),Limpopo,24.08.2023,08.09.2023,54 Retief street - Mogalakwena  - Mokopane - 0600,N/A,Mavhungu Elelwani,mavhungue@mogalakwena.gov.za,015-491-9649,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=89708750-e14f-4535-8ab2-357823f3d709.docx&downloadedFileName=Tender+Document+06-2023-2024+-+To+Provide+Travelling+Services.docx
Services: Professional,Pannel of professional services provider for 2 years for town and regional planners.,24/08/2023,PPT/LED/MHLM/2023-24,Mhlontlo Local Municipality,Request for Information,Eastern Cape,24.08.2023,09.10.2023,Mhlontlo Municipality 96 General Mabindla Street Qumbu 5180 - Qumbu - Qumbu - 5180,N/A,Ms N. Tukwayo,ntukwayo@mhlontlolm.gov.za,047-553-7000,047-553-0189,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=d6dbe1d4-19be-4802-874a-5605f8dbc317.doc&downloadedFileName=TENDER+DOCUMENT+FOR+MANAGEMENT+OF+PANEL+OF+SERVICE+PROVIDER+FOR+TOWN+AND+REGIONAL+PANNER+2+%281%29.doc
Services: General,"[15:59] fiona manziya

procure, transport, delivery, and installation of 3 x mobile office units (including ablution facilities for electricity, water, and sanitation) to upington, aurora and gourikwa substations",24/08/2023,WCTX1132FM,ESKOM,Request for Bid(Open-Tender),Northern Cape,24.08.2023,21.09.2023,,Please down load all the tender documents here or Eskom Tender Bulletin,Fiona Manziya,Manziyfd@eskom.co.za,041-502-4407,N/A,Yes,NO,"Thursday, 07 September 2023 - 10:00",MS TEAMS,https://www.etenders.gov.za/home/Download/?blobName=80542046-51b3-477b-b1ac-bc528cd79c0f.zip&downloadedFileName=WCTX1132FM.zip
Services: Professional,Appointment of service provider to provide technical capacity in the development of computable general equilibrium (cge) model for kwazulu-natal province using general algebraic modeling system (gams),24/08/2023,ZNT 06 EDTEA 23/24,"Kwazulu Natal - Economic Development, Tourism and Environ Affairs",Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,26.09.2023,270 Jabu Ndlovu Street - Pietermaritzburg - Pietermaritzburg - 3201,N/A,SCM Office,bids@kznedtea.gov.za,033-264-2862,N/A,Yes,Yes,"Monday, 11 September 2023 - 10:00","270 Jabu Ndlovu street, Pietermaritzburg",https://www.etenders.gov.za/home/Download/?blobName=0581415e-6672-42cf-8fac-088eff3747fc.pdf&downloadedFileName=ZNT+06+EDTEA+23-24.pdf
Services: General,Supply and delivery of promotional material for the franchise support program.,24/08/2023,LED/PMFSF/2023/24,Mhlontlo Local Municipality,Request for Information,Eastern Cape,24.08.2023,14.09.2023,Mhlontlo Municipality 96 General Mabindla Street Qumbu 5180 - Qumbu - Qumbu - 5180,N/A,Ms N. Tukwayo,ntukwayo@mhlontlolm.gov.za,047-553-7000,047-553-0189,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=f2e45feb-6a74-407b-af81-bc482964bde8.doc&downloadedFileName=TENDER+DOCUMENT+FOR+SUPPLY+AND+DELIVERY+OF+PROMOTIONAL+MATERIAL+FOR+FRANCHISE+SUPPORT+PROGRAMME+03+%281%29.doc
Supplies: General,"Supply and delivery of overlocker machines, sewing material and steel cabinet at msobomvu clc in butterworth.",24/08/2023,RFQ-EC-CETC-CLC-MSB-01-08-23,Eastern Cape CET College,Request for Quotation,Eastern Cape,24.08.2023,01.09.2023,"Msobomvu clc, Pep factory, King Hintsa place, Msobomvu Township, Butterworth - Msobomvu - Butterworth - 4960",Please look carefully the delivery address of the items.,Ms. Y Matshaya,YMatshaya@ec.cetc.edu.za,041-180-4075,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=bb14f964-3573-4ce8-99d7-fc3487546bc3.pdf&downloadedFileName=EC-CETC-CLC-MSB-01-08-2023+FOR+MSOBOMVU+RFQ.pdf
Services: Building,Repair and restortation of the roof: block a and j,24/08/2023,REQ-074965,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,06.09.2023,"R573 KwaMhlanga Road,Roodeplaat - Pretoria - Pretoria - 0002",N/A,PONTSHO Mahloko,mahlokop@arc.agric.za,066-501-6385,086-632-1735,Yes,Yes,"Tuesday, 29 August 2023 - 14:00","ARC-PHP,R573 KwaMhlanga Road,Roodeplaat East(right turn after roodeplaat damn)","https://www.etenders.gov.za/home/Download/?blobName=12cc6949-f462-4e1f-9fd9-6bc4618ebc88.pdf&downloadedFileName=RFQ+Roof+repair+and+restoration.pdf, https://www.etenders.gov.za/home/Download/?blobName=a3debeb8-8c8c-4d23-b33a-9d86d9a09204.pdf&downloadedFileName=Block+A++and+J++Roofs+Specifications.pdf"
"Travel agency, tour operator, reservation service and related activities","Appointment of a travel management agency to provide travel and related services, inclusive of online travel solutions for the entire department of justice and constitutional development (doj &cd) and national prosecuting authority (npa) for period of three years.",24/08/2023,RFB 02 2023,Justice & Constitutional Development,Request for Bid(Open-Tender),Gauteng,24.08.2023,18.09.2023,329 Pretorius Street  - Pretoria CBD - Pretoria - 0002,N/A,scm@justice.gov.za,scm@justice.gov.za,012-315-4545,N/A,Yes,Yes,,Virtual (link to be provided),"https://www.etenders.gov.za/home/Download/?blobName=d8ab668e-e8ab-4106-b2c7-c38cd3dfb54c.xlsx&downloadedFileName=Copy+of+Calculate++PRICING+SCHEDULE++ANNEXURE+A+FOR+DOJCD++AND+NPA+2023.xlsx, https://www.etenders.gov.za/home/Download/?blobName=b6d992d7-ec90-4e25-826e-c9fa3a2d5e80.pdf&downloadedFileName=RFB+02+2023+APPOINTMENT+OF+A+TRAVEL+MANAGEMENT+AGENCY+TO+PROVIDE+TRAVEL+AND+RELATED+SERVICES%2C+INCLUSIVE+OF+ONLINE+TRAVEL+FOR+DOJ%26CD+AND+NPA.pdf"
Services: Building,Block a & l toilet renovations phase ii,24/08/2023,REQ-075604,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,06.09.2023,"R573 KwaMhlanga Road,Roodeplaat - Pretoria - Pretoria - 0002",N/A,PONTSHO Mahloko,mahlokop@arc.agric.za,066-501-6385,086-632-1735,Yes,Yes,"Tuesday, 29 August 2023 - 15:00","ARC-PHP,R573 KwaMhlanga Road,Roodeplaat East(right turn after roodeplaat damn)","https://www.etenders.gov.za/home/Download/?blobName=fb1f3adc-22ef-4772-a256-4c227a8b189d.pdf&downloadedFileName=Toilets+renovation+block+L+and+A.pdf, https://www.etenders.gov.za/home/Download/?blobName=9ef16f2c-1685-44e4-a391-69fab20b1cf1.pdf&downloadedFileName=RFQ+Block+A+%26+L+toilet+renovations+Phase+II.pdf"
Services: Building,Invitation to bidders to provide proposal for the provision of office premises to the cipc.,24/08/2023,CIPC BID NUMBER: 13/2023/2024,Companies and Intellectual Property Commission,Request for Bid(Open-Tender),Gauteng,24.08.2023,27.09.2023,"77 Mentjies Street AT THE WEST GATE , CLOSE TO ENTFUTFUKWENI BUILDING (BLOCK “F”), SUNNYSIDE, “THE  - Pretoria - Pretoria - 0001","WHERE BIDS SHOULD BE DELIVERED 
THE BID BOX IS SITUATED AT:  AT THE WEST GATE ON 77 MEINTJIES STREET, CLOSE TO ENTFUTFUKWENI BUILDING (BLOCK “F”), 77 MEINTJIES STREET, SUNNYSIDE, “THE DTI” CAMPUS, PRETORIA.

IMPORTANT TO NOTE: THE CIPC TENDER BOX HAS THE FOLLOWING DESCRIPTION: “CIPC TENDER BOX”.
NOTE: IT IS THE RESPONSIBILITY OF THE PROSPECTIVE BIDDERS TO DEPOSIT TENDERS IN THE CORRECT BOX AND TENDERS DEPOSITED IN WRONG BOXES WILL NOT BE CONSIDERED.",Ntombi Maqhula,Nmaqhula@cipc.co.za,012-394-5344,N/A,Yes,Yes,"Friday, 08 September 2023 - 11:00","SUNCARDIA MALL, 1ST FLOOR, 541 MADIBA STREET, ARCADIA, PRETORIA.","https://www.etenders.gov.za/home/Download/?blobName=2d91ca00-cdca-46ad-b6b6-28bea14517ea.pdf&downloadedFileName=CIPC+SBD+Form+-13-2023-2024-Office+Space.pdf, https://www.etenders.gov.za/home/Download/?blobName=560491be-5e0a-4fc7-9808-4751f89cb35b.pdf&downloadedFileName=Annexure+H-+CIPC-13-2023-2024-Office+Premises.pdf"
Supplies: General,Tender cancellation for supply and deliveruy of personal protection equipment and workwear at transmission northern grid,24/08/2023,LP00123AB-CANCELLATION,ESKOM,Request for Quotation,Limpopo,24.08.2023,22.09.2023,39 Hans Van Rensburg - Limpopo - Limpopo - 0700,N/A,ASNATH BALOYI,BaloyiAT@eskom.co.za,015-299-0242,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=6c936ac8-6c32-475d-bf0b-ee9da433b378.pdf&downloadedFileName=TENDER+CANCELLATION+LETTER-+LP00123AB_24082023.pdf
Education,Change management foundation training for one(1) person,24/08/2023,RFQ10200,Broadband Infraco SOC,Request for Quotation,Gauteng,24.08.2023,30.08.2023,2040 Octave Road - Honeydew - Honeydew - 2040,N/A,Thato Diratsagae,thato.diratsagae@infraco.co.za,011-235-1600,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=c58f8739-eb1c-4284-9af2-b6a260b93728.pdf&downloadedFileName=RFQ+10200+Change+Management+Foundation+Training..pdf
Education,Cips procurement training one (1) person,24/08/2023,RFQ10201,Broadband Infraco SOC,Request for Quotation,Gauteng,24.08.2023,30.08.2023,2040 Octave Road - Honeydew - Honeydew - 2040,N/A,Thato Diratsagae,thato.diratsagae@infraco.co.za,011-235-1600,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=e0c6a4e2-e67d-4695-83b6-43b43d4ded0b.pdf&downloadedFileName=RFQ+10201+CIPS+PROCUREMENT+TRAINING.pdf
